Reference molID, Reference formula, Test molID, Test formula, Perpendicular Distance, Planar Angle (Deg), Relative X-angle (Deg), Relative Y-angle (Deg), Relative Z-angle (Deg), Reference X-center, Reference Y-center, Reference Z-center, Test X-center, Test Y-center, Test Z-center
0.1, x-dummy-plane, 4084, C6, -0.42, 84.13, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.62, 5.34, 414.79
0.1, x-dummy-plane, 7255, C4-N1, -0.44, 34.54, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.60, 39.71, 462.94
0.1, x-dummy-plane, 2608, C4-N1, -0.46, 75.91, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.58, 38.55, 375.85
0.1, x-dummy-plane, 2900, C6, 0.50, 82.99, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.54, 42.23, 398.07
0.1, x-dummy-plane, 6185, C6, -0.52, 54.23, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.52, 5.67, 435.83
0.1, x-dummy-plane, 2980, C4-N1, -0.52, 88.89, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.52, 26.85, 395.33
0.1, x-dummy-plane, 3494, C6, 0.53, 74.46, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.56, 11.08, 411.92
0.1, x-dummy-plane, 2955, C6, 0.55, 52.82, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.59, -0.51, 392.71
0.1, x-dummy-plane, 3963, C6, 0.57, 17.84, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.61, 39.81, 419.05
0.1, x-dummy-plane, 6443, C4-N1, -0.57, 51.86, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.47, 41.72, 452.98
0.1, x-dummy-plane, 2487, C4-N1, -0.58, 55.43, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.46, -1.47, 371.98
0.1, x-dummy-plane, 2062, C4-N1, 0.59, 82.76, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.63, -3.61, 367.08
0.1, x-dummy-plane, 7446, C4-N1, -0.60, 52.54, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.43, 19.98, 467.58
0.1, x-dummy-plane, 3845, C6, -0.61, 84.39, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.43, 0.83, 424.54
0.1, x-dummy-plane, 2205, C6, -0.62, 78.13, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.42, 12.13, 369.45
0.1, x-dummy-plane, 7763, C6, 0.63, 48.72, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.67, 24.07, 477.57
